F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-uschindler@apache.org,label
0.03542438887064231,0.023909292580724672,0.32592592592592595,0.11176470588235293,0.31486722119454025,0.029158901645562927,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.6533309031258544,0.012798138452588714,0.010843092116237947,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.03542438887064231,0.023909292580724672,0.32592592592592595,0.11176470588235293,0.06472129101155207,0.029158901645562927,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.6644035359518818,0.012798138452588714,0.010843092116237947,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.32693661145779573,0.22528962287404486,0.014814814814814815,0.11176470588235293,0.4863293238128456,0.053511492236913406,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.31787113824842794,0.012798138452588714,4.448448047687363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.32693661145779573,0.22528962287404486,0.014814814814814815,0.11176470588235293,0.6026439103815971,0.053511492236913406,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.8992830704207491,0.31787113824842794,0.012798138452588714,4.448448047687363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.32693661145779573,0.22528962287404486,0.014814814814814815,0.11176470588235293,0.6026439103815971,0.053511492236913406,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.8992830704207491,0.31787113824842794,0.012798138452588714,4.448448047687363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.4374067037651404,0.039393759926594274,0.6661918328584995,0.0,0.0,0.0,0.0,1.0,0.28278913052084603,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.1476776426757046,0.039393759926594274,0.9999999999999999,0.0,0.0,0.0,0.0,0.5,1.0,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.15043696706703255,0.039393759926594274,0.9999999999999999,0.0,0.0,0.0,0.0,0.5,1.0,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.15595561584968848,0.039393759926594274,0.9999999999999999,0.0,0.0,0.0,0.0,0.5,1.0,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.15871494024101643,0.039393759926594274,0.9999999999999999,0.0,0.0,0.0,0.0,0.5,1.0,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.011636090648899727,0.00862706433325117,0.037037037037037035,0.11176470588235293,0.5450203550269308,0.039393759926594274,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.28278913052084603,0.5053312676569762,0.012798138452588714,0.005983162624139503,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.418054708393938,0.26620655656889325,0.08148148148148149,0.11176470588235293,0.3793472723076103,0.12932840112749655,0.3416538658474142,0.0,0.0,0.0,0.0,0.5,1.0,0.5694887451016131,0.012798138452588714,0.003336336035765522,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.7479472622343171,0.5114616711856051,0.17037037037037037,0.5058823529411764,0.44804286606651467,0.1054107425813942,0.5657742079428826,0.0,0.0,0.0,0.0,0.5,1.0,0.7750842978219266,0.08289703315881326,0.01624795649417809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
