F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,label
0.7453703703703703,0.8107667210440457,0.015,0.010869565217391304,0.06532736868270192,0.20670214514151358,0.3440860183679829,0.0,0.0,0.0,0.0,0.5,0.24716750851508862,0.7453703703703703,0.0,0.0006778512116590408,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.637037037037037,0.6786296900489397,0.05,0.07065217391304349,0.029263139816595618,0.14191579847309976,0.815693591938111,0.0,0.0,0.0,0.0,0.5,0.7771940684307372,0.35185185185185186,0.0,0.012031859006947974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.05,0.07065217391304349,0.028801323993482675,0.14191579847309976,0.6313871838762217,0.0,0.0,0.0,0.0,0.5,0.7771940684307372,0.6370370370370371,0.0,0.012031859006947974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.05,0.07065217391304349,0.021643178735232076,0.14191579847309976,0.815693591938111,0.0,0.0,0.0,0.0,0.5,0.7771940684307372,0.35185185185185186,0.0,0.012031859006947974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.05,0.07065217391304349,0.021181362912119132,0.14191579847309976,0.6313871838762217,0.0,0.0,0.0,0.0,0.5,0.7771940684307372,0.6370370370370371,0.0,0.012031859006947974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.05,0.07065217391304349,0.11400634335782049,0.14191579847309976,0.6621049185532033,0.0,0.0,0.0,0.0,1.0,0.87667514498039,0.6370370370370371,0.0,0.012031859006947974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.02,0.07065217391304349,0.05766660988676963,0.03236645970584339,0.2018685145136009,0.0,0.0,0.0,0.0,0.5,0.87667514498039,0.6370370370370371,0.0,0.010167768174885612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.637037037037037,0.6786296900489397,0.02,0.07065217391304349,0.042087064414438075,0.03236645970584339,0.1843911827146287,0.0,0.0,0.0,0.0,1.0,0.87667514498039,0.6370370370370371,0.0,0.010167768174885612,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.637037037037037,0.6786296900489397,0.12,0.07065217391304349,0.01541007309827782,0.21551825601664723,0.797262951131922,0.0,0.0,0.0,0.0,0.5,0.7771940684307372,0.6370370370370371,0.0,0.15014404338247753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.637037037037037,0.6786296900489397,0.12,0.07065217391304349,0.0309681976269303,0.21551825601664723,1.0,0.0,0.0,0.0,0.0,1.0,0.87667514498039,0.6370370370370371,0.0,0.15014404338247753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
