F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,label
0.41680737758150405,0.5978971298664393,0.01228733459357278,0.18951612903225806,0.9999999999999998,0.2441369155349394,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.06462668298653611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3781010520846863,0.5507246376811594,0.1219281663516068,0.03629032258064516,0.5919738423749188,0.02773882178407854,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.03696450428396573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3781010520846863,0.5507246376811594,0.1219281663516068,0.03629032258064516,0.598409124809324,0.02773882178407854,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.03696450428396573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9999999999999998,1.0,0.007561436672967864,0.06048387096774194,0.08658325859352814,0.04288096352934381,1.0,0.0,0.0,0.0,0.0,1.0,0.8514385840341104,1.0,0.0012338062924120913,0.005140758873929009,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.9999999999999998,1.0,0.007561436672967864,0.06048387096774194,0.08531890459556088,0.04288096352934381,1.0,0.0,0.0,0.0,0.0,0.5,0.9844957958984548,1.0,0.0012338062924120913,0.005140758873929009,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.17978058272910422,0.15505863148871477,0.14843287995269072,0.0,0.0,0.0,0.0,0.5,0.8514385840341104,0.35408004158004164,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.1631247904218442,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.05916040940717272,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,1.0,0.004904877251875869,1.0,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.17091540295265936,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,0.5,0.8514385840341104,0.5223492723492724,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.16473664129028873,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,0.5,0.8514385840341104,0.5223492723492724,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.15672216058330068,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.4074844074844075,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.07971150797984033,0.15505863148871477,0.3105209397344229,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.4074844074844075,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.07254772634230913,0.15505863148871477,0.3582541054451167,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.4074844074844075,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.11221716716013812,0.15505863148871477,0.40644846116267713,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.5587318087318087,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.06789126827791388,0.15505863148871477,0.3582541054451167,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.4074844074844075,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.18457136169920318,0.15505863148871477,0.2668539325842697,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.958939708939709,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.18658617528475885,0.15505863148871477,0.11840968020743302,0.0,0.0,0.0,0.0,0.5,0.019145457090526,0.9151507276507277,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.1566773869480661,0.15505863148871477,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1.0,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.07966673434460576,0.15505863148871477,0.6322778345250255,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.1218814968814969,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.07250295270707457,0.15505863148871477,0.6888504753673292,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.1218814968814969,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.11217239352490356,0.15505863148871477,0.824132877381534,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.5587318087318087,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.06784649464267929,0.15505863148871477,0.6888504753673292,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.1218814968814969,0.0012338062924120913,0.20709914320685435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.18452658806396863,0.15505863148871477,0.49438202247191015,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.958939708939709,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.07780231198856993,0.11025859619210003,0.07655954631379962,0.06048387096774194,0.1864966280142897,0.15505863148871477,0.37770095073465865,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.958939708939709,0.0012338062924120913,0.20709914320685435,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
